Title,Year,Duration,MPA,Rating,Votes,meta_score,description,Movie Link,writers,director,budget,opening_weekend_Gross,grossWorldWide,gross_US_Canada,countries_origin,filming_locations,production_company,awards_content,genres,Languages,release_date,stars
315. Aquarius,2016,2h 26m,Not Rated,7.4,21K,88,"Clara, 65, lives her life to the fullest with her family and friends. A construction company wants her Recife oceanfront condo, as they've already bought all the other in the 3 story building. Clara's staying.",https://www.imdb.com/title/tt5221584/?ref_=sr_i_315,,,,,,,,,,,,,,
316. After the Storm,2016,1h 58m,Not Rated,7.4,13K,84,"After the death of his father, a private detective struggles to find child support money and reconnect with his son and ex-wife.",https://www.imdb.com/title/tt5294966/?ref_=sr_i_316,,,,,,,,,,,,,,
317. Kingsglaive: Final Fantasy XV,2016,1h 50m,PG-13,6.7,24K,35,"King Regis, who oversees the land of Lucis, commands his army of soldiers to protect the kingdom from the Niflheim empire's plans to steal the sacred crystal which gives Lucis its magic and power.",https://www.imdb.com/title/tt5595168/?ref_=sr_i_317,,,,,,,,,,,,,,
318. Wakefield,2016,1h 46m,R,6.3,18K,62,A lawyer on the edge of madness decides to disassociate himself from his own life.,https://www.imdb.com/title/tt5195412/?ref_=sr_i_318,,,,,,,,,,,,,,
"319. I, Daniel Blake",2016,1h 40m,R,7.8,66K,78,"After surviving a heart-attack, a 59-year-old carpenter must fight bureaucratic forces to receive Employment and Support Allowance.",https://www.imdb.com/title/tt5168192/?ref_=sr_i_319,,,,,,,,,,,,,,
320. Cezanne et Moi,2016,1h 57m,R,6.1,1.5K,54,"The parallel paths of the lives, careers and passionate friendship of post-impressionist painter Paul Cezanne and novelist Emile Zola. Both left their hometown to conquer the art scene in Paris.",https://www.imdb.com/title/tt5078354/?ref_=sr_i_320,,,,,,,,,,,,,,
"321. Life, Animated",2016,1h 32m,PG,7.4,6.2K,75,"A coming-of-age story about a boy and his family who overcame great challenges by turning Disney animated movies into a language to express love, loss, kinship and brotherhood.",https://www.imdb.com/title/tt3917210/?ref_=sr_i_321,,,,,,,,,,,,,,
322. Dean,2016,1h 34m,PG-13,6.3,2.7K,58,"A comedy about loss, grief, and the redemptive power of love. Dean is a NY illustrator who falls hard for an LA woman while trying to prevent his father from selling the family home in the wake of his mother's death.",https://www.imdb.com/title/tt3914332/?ref_=sr_i_322,,,,,,,,,,,,,,
323. Oasis: Supersonic,2016,2h 2m,R,7.8,13K,71,Oasis's breakthrough years documented into a detailed depiction of the infamous brothers from Manchester forming the band in the early '90s leading up to the legendary performance at Knebworth.,https://www.imdb.com/title/tt5213534/?ref_=sr_i_323,,,,,,,,,,,,,,
324. Jimmy Vestvood: Amerikan Hero,2016,1h 24m,TV-MA,5.1,3.1K,,A wannabe private investigator wins the Green Card lottery and moves to America to pursue his dream only to find himself embroiled in a conspiracy to start the next world war.,https://www.imdb.com/title/tt3135556/?ref_=sr_i_324,,,,,,,,,,,,,,
325. The Love Witch,2016,2h,Unrated,6.2,21K,82,"A modern-day witch uses spells and magic to get men to fall in love with her, with deadly consequences.",https://www.imdb.com/title/tt3908142/?ref_=sr_i_325,,,,,,,,,,,,,,
326. Jeremiah Tower: The Last Magnificent,2016,1h 43m,R,6.6,557,68,This documentary profiles an influential chef who played a pivotal role in the invention of a revolutionary new American cuisine.,https://www.imdb.com/title/tt5163286/?ref_=sr_i_326,,,,,,,,,,,,,,
327. Spirit of the Game,2016,1h 38m,PG,5.2,310,,"In the lead up to the 1956 Olympic games, a group of missionaries are tasked with helping the fledgling Australian basketball team compete in their first ever Olympics, and in doing so, unite a nation still coming to grips after the war.",https://www.imdb.com/title/tt4947738/?ref_=sr_i_327,,,,,,,,,,,,,,
328. Akira,2016,2h 17m,Not Rated,5.9,4.5K,,"A gripping action thriller about a college girl Akira, who has grown up with the ideals of being self reliant. Her life spirals out of control when she becomes unwittingly involved in a crime involving four corrupt police officers.",https://www.imdb.com/title/tt5465370/?ref_=sr_i_328,,,,,,,,,,,,,,
329. California Typewriter,2016,1h 43m,TV-PG,7.3,1.1K,80,"California Typewriter is a story about people whose lives are connected by typewriters. The film is a meditation on creativity and technology featuring Tom Hanks, John Mayer, Sam Shepard, David McCullough and others.",https://www.imdb.com/title/tt5966990/?ref_=sr_i_329,,,,,,,,,,,,,,
330. Railroad Tigers,2016,2h 4m,TV-PG,5.8,5.1K,47,A railroad worker in China in 1941 leads a team of freedom fighters against the Japanese in order to get food for the poor.,https://www.imdb.com/title/tt4687848/?ref_=sr_i_330,,,,,,,,,,,,,,
331. All I See Is You,2016,1h 49m,R,5.4,14K,43,A blind woman's relationship with her husband changes when she regains her sight and discovers disturbing details about themselves.,https://www.imdb.com/title/tt4486986/?ref_=sr_i_331,,,,,,,,,,,,,,
332. Big Sonia,2016,1h 33m,,7.6,459,71,"In the last store in a defunct shopping mall, 91-year-old Sonia Warshawski - great-grandmother, businesswoman, and Holocaust survivor - runs the tailor shop she's owned for more than thirty years. But when she's served an eviction notice, the specter of retirement prompts Sonia to revisit her harrowing past as a refugee and witness to genocide. A poignant story of generational trauma and healing, BIG SONIA also offers a laugh-out-loud-funny portrait of the power of love to triumph over bigotry, and the power of truth-telling to heal us all.",https://www.imdb.com/title/tt3531176/?ref_=sr_i_332,,,,,,,,,,,,,,
333. Seed: The Untold Story,2016,1h 34m,PG,7.7,371,,"A film about the importance of heirloom seeds to the agriculture of the world, focusing on seed keepers and activists from around the world.",https://www.imdb.com/title/tt5971724/?ref_=sr_i_333,,,,,,,,,,,,,,
334. Kaptaan,2016,2h 22m,,6.2,244,,A lawyer rethinks his life after he works with an NGO.,https://www.imdb.com/title/tt5595240/?ref_=sr_i_334,,,,,,,,,,,,,,
335. White Girl,2016,1h 28m,TV-MA,5.7,12K,65,"Summer, New York City. A college girl falls hard for a guy she just met. After a night of partying goes wrong, she goes to wild extremes to get him back.",https://www.imdb.com/title/tt4129870/?ref_=sr_i_335,,,,,,,,,,,,,,
336. Risk,2016,1h 26m,TV-MA,6.3,2.4K,72,The story of WikiLeak's editor-in-chief Julian Assange as seen by documentary filmmaker Laura Poitras.,https://www.imdb.com/title/tt4964772/?ref_=sr_i_336,,,,,,,,,,,,,,
337. Spark: A Space Tail,2016,1h 31m,PG,4.4,1.4K,22,"Spark, a teenage monkey and his friends, Chunk and Vix, are on a mission to regain Planet Bana, a kingdom overtaken by the evil overlord Zhong.",https://www.imdb.com/title/tt3228088/?ref_=sr_i_337,,,,,,,,,,,,,,
338. Complete Unknown,2016,1h 31m,R,5.4,6.7K,58,"As a man contemplates moving to a new state with his wife for her graduate program, an old flame - a woman who often changes identities - reenters his life at a birthday dinner party.",https://www.imdb.com/title/tt4230700/?ref_=sr_i_338,,,,,,,,,,,,,,
339. The Masked Saint,2016,1h 45m,PG-13,4.7,775,22,A pastor and professional wrestler accepts a position at a struggling church where he helps the community both in his official capacity and as his alter ego The Saint.,https://www.imdb.com/title/tt3103166/?ref_=sr_i_339,,,,,,,,,,,,,,
340. League of Gods,2016,1h 49m,PG-13,4.5,3K,,"Based on the 16th-century Chinese novel Feng Shen Yan Yi (The Investiture of the Gods), the story tells of how King Zhou of Shang becomes a tyrant due to the wiles of Daji, a vixen spirit who is disguised as one of his concubines.",https://www.imdb.com/title/tt5481184/?ref_=sr_i_340,,,,,,,,,,,,,,
341. The Bad Batch,2016,1h 58m,R,5.2,36K,62,"In a desert dystopia, a young woman is kidnapped by cannibals.",https://www.imdb.com/title/tt4334266/?ref_=sr_i_341,,,,,,,,,,,,,,
342. Past Life,2016,1h 49m,,6.5,623,60,Past Life tracks the daring late 1970s odyssey of two sisters - an introverted classical musician and a rambunctious scandal sheet journalist - as they unravel a shocking wartime mystery that has cast a dark shadow on their entire lives.,https://www.imdb.com/title/tt5787384/?ref_=sr_i_342,,,,,,,,,,,,,,
343. Graduation,2016,2h 8m,R,7.3,15K,84,A film about compromises and the implications of the parent's role.,https://www.imdb.com/title/tt4936450/?ref_=sr_i_343,,,,,,,,,,,,,,
344. Asura,2016,2h 16m,Not Rated,6.7,3.5K,64,A shady cop finds himself in over his head when he gets caught between Internal Affairs and the city's corrupt mayor.,https://www.imdb.com/title/tt5918028/?ref_=sr_i_344,,,,,,,,,,,,,,
345. In This Corner (and Other Corners) of the World,2016,2h 9m,PG-13,7.8,13K,73,A spirited 18-year-old woman is married off to a man she barely knows as she combats the daily struggles of living in Hiroshima during World War II.,https://www.imdb.com/title/tt4769824/?ref_=sr_i_345,,,,,,,,,,,,,,
346. David Lynch: The Art Life,2016,1h 28m,Not Rated,7.2,6.8K,75,Artist and filmmaker David Lynch discusses his early life and the events that shaped his outlook on art and the creative process.,https://www.imdb.com/title/tt1691152/?ref_=sr_i_346,,,,,,,,,,,,,,
347. Apparition Hill,2016,1h 55m,PG-13,8.8,76,,Seven strangers investigate the greatest paranormal mystery in the world.,https://www.imdb.com/title/tt5260002/?ref_=sr_i_347,,,,,,,,,,,,,,
348. Polina,2016,1h 48m,,6.7,2K,65,A young girl studies classical ballet. As a young woman she turns to modern dance and choreography.,https://www.imdb.com/title/tt4383288/?ref_=sr_i_348,,,,,,,,,,,,,,
349. Eva Hesse,2016,1h 48m,PG-13,7.1,192,69,"Documentary feature film focusing on the life and times of Eva Hesse, a ground-breaking artist who was active in New York and Germany in the 1960's.",https://www.imdb.com/title/tt3601350/?ref_=sr_i_349,,,,,,,,,,,,,,
350. The Journey,2016,1h 34m,PG-13,6.7,2.2K,53,"During the 2006 Northern Ireland peace talks, Sinn Féin leader Martin McGuinness (Colm Meaney) and Democratic Unionist Party leader Ian Paisley (Timothy Spall) are forced to travel by car together.",https://www.imdb.com/title/tt4826674/?ref_=sr_i_350,,,,,,,,,,,,,,
351. Endless Poetry,2016,2h 8m,Unrated,7.5,6.8K,78,"Surrealist filmmaker Alejandro Jodorowsky tells the story of himself as a young man becoming a poet in Chile, befriending other artists, and freeing himself from the limits of his youth.",https://www.imdb.com/title/tt4451458/?ref_=sr_i_351,,,,,,,,,,,,,,
352. Generation Found,2016,1h 25m,Not Rated,8.6,18,,"GENERATION FOUND is a powerful story about one community coming together to ignite a youth addiction recovery revolution in their hometown. Devastated by an epidemic of addiction, Houston faced the reality of burying and locking up its young people at an alarming rate. And so in one of the largest cities in America, visionary counselors, law school dropouts, aspiring rock musicians, retired football players, oil industry executives, and church leaders came together to build the world's largest peer-driven youth and family recovery community. Independently filmed over the course of two years, GENERATION FOUND takes an unprecedented and intimate look at how a system of treatment centers, sober high schools, alternative peer groups, and collegiate recovery programs can exist in concert to intervene early and provide a real and tested long-term alternative to the ""War on Drugs."" It is not only a deeply personal story, but one with real-world utility for communities struggling with addiction worldwide.",https://www.imdb.com/title/tt4633036/?ref_=sr_i_352,,,,,,,,,,,,,,
353. The Void,2016,1h 30m,Not Rated,5.9,44K,62,"Shortly after delivering a patient to an understaffed hospital, a police officer experiences strange and violent occurrences seemingly linked to a group of mysterious hooded figures.",https://www.imdb.com/title/tt4255304/?ref_=sr_i_353,,,,,,,,,,,,,,
354. The Unknown Girl,2016,1h 53m,Unrated,6.5,11K,65,A doctor gets obsessed with the case of a dead woman after learning that the woman had died shortly after having rung her door for help.,https://www.imdb.com/title/tt4630550/?ref_=sr_i_354,,,,,,,,,,,,,,
355. Kicks,2016,1h 20m,R,6.4,4.5K,69,"Brandon is a 15 year old whose dream is a pair of fresh Air Jordans. Soon after he gets his hands on them, they're stolen by a local hood, causing Brandon and his two friends to go on a dangerous mission through Oakland to retrieve them.",https://www.imdb.com/title/tt4254584/?ref_=sr_i_355,,,,,,,,,,,,,,
356. Michael Moore in TrumpLand,2016,1h 13m,Not Rated,5.8,4.2K,54,"In the weeks before the 2016 general election, Oscar-winning filmmaker Michael Moore performs a pro-Hillary Clinton stand-up show deep in the heart of TrumpLand.",https://www.imdb.com/title/tt6163356/?ref_=sr_i_356,,,,,,,,,,,,,,
357. Restless Creature: Wendy Whelan,2016,1h 30m,,7.2,387,87,Documentary about the American dancer Wendy Whelan,https://www.imdb.com/title/tt3551540/?ref_=sr_i_357,,,,,,,,,,,,,,
358. The Last Dalai Lama?,2016,1h 22m,,7.5,62,66,"A portrait of the 14th Dalai Lama, featuring interviews with his family and the people he has inspired since his exile from Tibet in 1959.",https://www.imdb.com/title/tt6865478/?ref_=sr_i_358,,,,,,,,,,,,,,
359. Until Forever,2016,1h 40m,Unrated,6.2,752,,"Until Forever: The Michael Boyum Story is a powerful, true account of one young man's courageous battle with leukemia and his journey of faith.",https://www.imdb.com/title/tt4061196/?ref_=sr_i_359,,,,,,,,,,,,,,
360. Ism,2016,2h 12m,,5.6,479,,Hackers and gangsters collide in this story about the fight against corruption.,https://www.imdb.com/title/tt6130166/?ref_=sr_i_360,,,,,,,,,,,,,,
361. Dawson City: Frozen Time,2016,2h,,7.5,2.2K,86,"The history of Dawson City, the gold rush town that had a historical treasure of forgotten silent films buried in permafrost for decades until 1978.",https://www.imdb.com/title/tt5215486/?ref_=sr_i_361,,,,,,,,,,,,,,
362. Moka,2016,1h 29m,Not Rated,6.3,1.3K,69,"Diane Kramer is led by one obsession: to find the driver of the mocha (Moka) color Mercedes which hit her son and devastated her life. With a few belongings, some money and a gun, she goes to Evian, where she's learned the driver lives.",https://www.imdb.com/title/tt5072406/?ref_=sr_i_362,,,,,,,,,,,,,,
363. I Called Him Morgan,2016,1h 32m,,7.3,2K,90,"An exploration of the relationship between jazz trumpeter Lee Morgan and his common-law wife Helen, who was implicated in his murder in 1972.",https://www.imdb.com/title/tt4170344/?ref_=sr_i_363,,,,,,,,,,,,,,
364. Marie Curie: The Courage of Knowledge,2016,1h 40m,,5.6,1.6K,49,Follows the famous physicist and chemist Marie Curie and her struggle for recognition in the male-dominated science community in early 20th century France.,https://www.imdb.com/title/tt5705058/?ref_=sr_i_364,,,,,,,,,,,,,,
365. Spirits' Homecoming,2016,2h 7m,,6.7,582,,"Two Korean girls, Jung-Min (14) and Young-hee (15) are kidnapped by the Japanese Imperial Army and taken to a 'Comfort Station' in China. There, they join other kidnapped girls in serving Japanese soldiers as sexual slaves known as 'Comfort Woman'. By the end of the war, only one of the girls survives. Decades later, an elderly lady attempts to reunite with the spirit of her lost friend. Inspired by the testimony of Kang Il-chul.",https://www.imdb.com/title/tt5503266/?ref_=sr_i_365,,,,,,,,,,,,,,
366. The B-Side,2016,1h 16m,R,6.7,847,77,A look at the life and work of photographer Elsa Dorfman.,https://www.imdb.com/title/tt5952468/?ref_=sr_i_366,,,,,,,,,,,,,,
367. '85: The Greatest Team in Football History,2016,1h 30m,,6.8,165,,1985 Chicago Bears. This movie will reveal the full story behind the 1985 Super Bowl Shuffle Chicago Bears.,https://www.imdb.com/title/tt4417402/?ref_=sr_i_367,,,,,,,,,,,,,,
368. Fire at Sea,2016,1h 54m,,6.7,6.1K,87,"Capturing life on the Italian island of Lampedusa, a frontline in the European migrant crisis.",https://www.imdb.com/title/tt3652526/?ref_=sr_i_368,,,,,,,,,,,,,,
369. Three,2016,1h 28m,Not Rated,5.9,2.1K,71,"Shot and hospitalized, a cunning robber refuses surgery to avoid police custody. A detective sees through this but is resisted by a dedicated doctor. A tense battle of wills ensues, as the threat of a rescue by the robber's gang grows.",https://www.imdb.com/title/tt4379728/?ref_=sr_i_369,,,,,,,,,,,,,,
370. Remember the Goal,2016,1h 28m,PG,6.4,412,,A new female coach fresh out of college takes over the cross country program at an all girls private Christian school and tries to lead them to their first state title.,https://www.imdb.com/title/tt5066818/?ref_=sr_i_370,,,,,,,,,,,,,,
371. Caged No More,2016,1h 30m,PG-13,5.5,572,,"Aggie Prejean is a godmother on a desperate search to find her two goddaughters, Skye and Elle, who have been kidnapped by their sinister father. As the details behind the girls' disappearance unfold, it's discovered he has taken them overseas to be sold into slavery to settle his drug debt. Aggie enlists the help of the girls' uncle, a well-respected local philanthropist, and his son Wil, who is former Special Forces. A global hunt ensues, and the team will stop at nothing to see the girls safely returned home. ""Caged No More"" is a drama meant to engage and educate audiences on the realities of human trafficking. The film releases January 22, 2016 nationwide. Inspired by real events.",https://www.imdb.com/title/tt4104354/?ref_=sr_i_371,,,,,,,,,,,,,,
372. Abacus: Small Enough to Jail,2016,1h 28m,Not Rated,7.1,3K,73,A small financial institution called Abacus becomes the only company criminally indicted in the wake of the United States' 2008 mortgage crisis.,https://www.imdb.com/title/tt5952382/?ref_=sr_i_372,,,,,,,,,,,,,,
373. The King's Choice,2016,2h 13m,,7.1,10K,64,"April 1940. Norway has been invaded by Germany and the royal family and government have fled into the interior. The German envoy to Norway tries to negotiate a peace. Ultimately, the decision on Norway's future will rest with the king.",https://www.imdb.com/title/tt4353996/?ref_=sr_i_373,,,,,,,,,,,,,,
374. Slack Bay,2016,2h 2m,Unrated,6.0,5K,66,"In the early 20th century, at the Pas de Calais, people mysteriously disappear as Ma Loute, son of the local fishermen family, and Billie, daughter of the snobbish Van Peteghems, fall in love each other.",https://www.imdb.com/title/tt4726636/?ref_=sr_i_374,,,,,,,,,,,,,,
375. Zero Days,2016,1h 56m,PG-13,7.7,11K,77,"A documentary focused on Stuxnet, a piece of self-replicating computer malware that the U.S. and Israel unleashed to destroy a key part of an Iranian nuclear facility, and which ultimately spread beyond its intended target.",https://www.imdb.com/title/tt5446858/?ref_=sr_i_375,,,,,,,,,,,,,,
376. In Between,2016,1h 43m,R,7.3,3.2K,78,Three Palestinian women living in an apartment in Tel Aviv try to find a balance between traditional and modern culture.,https://www.imdb.com/title/tt5974388/?ref_=sr_i_376,,,,,,,,,,,,,,
377. Like Crazy,2016,1h 56m,Not Rated,7.1,10K,74,Two quite different women escape a mental institution to see Tuscany in a stolen car and get to know each other.,https://www.imdb.com/title/tt4621872/?ref_=sr_i_377,,,,,,,,,,,,,,
378. Best Worst Thing That Ever Could Have Happened,2016,1h 35m,,7.6,751,81,"This film from acclaimed theater director Lonny Price charts the journey of the original cast of Stephen Sondheim's ""Merrily We Roll Along"" in the 30-plus years since the musical debuted on Broadway at the Alvin Theatre in 1981.",https://www.imdb.com/title/tt3282712/?ref_=sr_i_378,,,,,,,,,,,,,,
379. Dictator,2016,2h 35m,Not Rated,4.0,764,,"Chandu lives a normal life with his in-laws in Hyderabad. One fine day, he comes across an aspiring actress Indu and helps her in a critical situation. The problems gets big and Chandu lands himself in a huge mess.",https://www.imdb.com/title/tt5304086/?ref_=sr_i_379,,,,,,,,,,,,,,
380. Cameraperson,2016,1h 42m,Not Rated,7.4,3.4K,89,"Exposing her role behind the camera, Kirsten Johnson reaches into the vast trove of footage she has shot over decades around the world. What emerges is a visually bold memoir and a revelatory interrogation of the power of the camera.",https://www.imdb.com/title/tt5375040/?ref_=sr_i_380,,,,,,,,,,,,,,
381. Tower,2016,1h 22m,TV-14,7.9,8.4K,92,"Animation, testimony, and archival footage combine to relate the events of August 1, 1966 when a gunman opened fire from the University of Texas clock tower, killing 16 people.",https://www.imdb.com/title/tt5116410/?ref_=sr_i_381,,,,,,,,,,,,,,
382. Score,2016,1h 33m,Not Rated,7.5,5K,67,"A look at the cinematic art of the film musical score, and the artists who create them.",https://www.imdb.com/title/tt4207112/?ref_=sr_i_382,,,,,,,,,,,,,,
383. Some Like It Hot,2016,1h 56m,,5.7,1.2K,,"Xia Dongsheng, a man with deep anxiety which was caused by him witnessing a tragic death of his schoolmate leads a boring life for forty years. The married man then takes the decision to feel young and vibrant again. He decides in order for him to feel young, he has to pursue beauty where he then chooses to chase after this gorgeous young girl named, Nana.",https://www.imdb.com/title/tt6398666/?ref_=sr_i_383,,,,,,,,,,,,,,
384. Rock on 2,2016,2h 23m,Not Rated,4.9,2.3K,,"The band, Magik reunites with some new members.",https://www.imdb.com/title/tt2137241/?ref_=sr_i_384,,,,,,,,,,,,,,
385. Aida's Secrets,2016,1h 30m,Not Rated,7.2,275,80,"Family secrets, lies, high drama and generations of contemporary history unspool in this international story that begins with World War II and concludes with an emotional 21st-century family reunion. Izak was born inside the Bergen-Belsen displaced persons camp in 1945 and sent for adoption in Israel. Secret details of his birth mother, an unknown brother in Canada and his father's true identity slowly emerge in this extremely personal investigative film. Timely questions of identity, resilience, compassion and the plight of displaced persons are brought to life as Izak and Shep, the almost 70-year-old brothers, finally meet in Canada, then head to a nursing home in Quebec to introduce Shep to his elderly mother, Aida, for the first time.",https://www.imdb.com/title/tt5706568/?ref_=sr_i_385,,,,,,,,,,,,,,
386. Seondal: The Man Who Sells the River,2016,2h,,6.6,908,,Based on the popular conman character of KIM Seon-dal from Korean folktale who famously sold the water of Daedong River.,https://www.imdb.com/title/tt5729246/?ref_=sr_i_386,,,,,,,,,,,,,,
387. Godspeed: The Race Across America,2016,1h 53m,,6.8,16,,"A humble sportscaster/plane crash survivor joins forces with ultra-competitive CEO in the world's most grueling bicycle endurance race. Driven by their shared convictions, they cycle 3,000+ miles nonstop, battling opponents, extreme terrain/weather, inner demons and occasionally each other.",https://www.imdb.com/title/tt6082798/?ref_=sr_i_387,,,,,,,,,,,,,,
388. Never Gone,2016,1h 40m,PG-13,5.2,1.1K,,"A wealthy young man pursues a young woman of modest means, but circumstances often separate them as the years pass.",https://www.imdb.com/title/tt5011290/?ref_=sr_i_388,,,,,,,,,,,,,,
389. The Fight Within,2016,1h 34m,PG-13,4.4,461,,"Logan Chandler, a young MMA fighter seeks to overcome a troubled past and build a new life based on a new faith and a new found love, but is forced back into the fighting world by Hayden Dressler, a local MMA professional.",https://www.imdb.com/title/tt4838334/?ref_=sr_i_389,,,,,,,,,,,,,,
"390. New York, New York",2016,1h 46m,,5.0,151,,"Romance is in store when a handsome concierge, Lu, falls for A-Juan, a beautiful regular at a luxury hotel. When Lu gets a life-changing opportunity to move to Manhattan, he finds himself torn between future dreams and A-Juan's love.",https://www.imdb.com/title/tt5576336/?ref_=sr_i_390,,,,,,,,,,,,,,
391. Other People,2016,1h 37m,Unrated,6.8,13K,67,"A struggling comedy writer, fresh off a breakup and in the midst of the worst year of his life, returns to Sacramento to care for his dying mother.",https://www.imdb.com/title/tt4158876/?ref_=sr_i_391,,,,,,,,,,,,,,
392. Morris from America,2016,1h 31m,R,6.3,5.7K,75,The romantic and coming-of-age misadventures of a 13-year-old American living in Germany.,https://www.imdb.com/title/tt3652862/?ref_=sr_i_392,,,,,,,,,,,,,,
393. I Married an Anti-Fan,2016,2h,PG-13,5.8,1.1K,,"The story is about a female reporter who marries a male celebrity after previously hating him and becoming an anti-fan, the polar opposite of a fan.",https://www.imdb.com/title/tt5240372/?ref_=sr_i_393,,,,,,,,,,,,,,
394. Goldstone,2016,1h 50m,R,6.6,6.4K,78,"Indigenous detective Jay Swan arrives in the town of Goldstone to search for a missing person, and his simple duty becomes complicated when he uncovers a web of crime and corruption.",https://www.imdb.com/title/tt4911996/?ref_=sr_i_394,,,,,,,,,,,,,,
395. Sand Storm,2016,1h 27m,,6.8,4K,74,"When their entire lives shatter, two Bedouin women struggle to change the unchangeable rules, each in her own individual way.",https://www.imdb.com/title/tt4365518/?ref_=sr_i_395,,,,,,,,,,,,,,
396. Author: The JT LeRoy Story,2016,1h 50m,R,7.1,1.3K,72,"The story behind literary persona JT LeRoy, the fictional writer created by American author Laura Albert.",https://www.imdb.com/title/tt5278462/?ref_=sr_i_396,,,,,,,,,,,,,,
397. Chapter & Verse,2016,1h 37m,R,6.4,234,70,"Upon his return from serving a eight-year sentence in prison, reformed gang leader, S. Lance Ingram, struggles to adapt to a changed Harlem. Unable to use the technological skills he acquired in jail, Lance is forced to accept a position delivering meals for a local food bank. It is here that he befriends Ms. Maddy, 75, a past beauty with a irreverent and hardened shell to whom he delivers dinners. Through her, Lance finds hope, relearning the joys of life and living despite the outwardly bedeviled society in which they find themselves.",https://www.imdb.com/title/tt3946960/?ref_=sr_i_397,,,,,,,,,,,,,,
398. Cock and Bull,2016,1h 50m,,6.8,951,,A widowed father and tow truck operator is given two days to clear his name of a murder he did not commit.,https://www.imdb.com/title/tt6067462/?ref_=sr_i_398,,,,,,,,,,,,,,
399. A Street Cat Named Bob,2016,1h 43m,Not Rated,7.3,35K,54,"The true feel-good story of how James Bowen, a busker and recovering drug addict, has his life transformed when he meets a stray ginger cat. Based on the international best selling book.",https://www.imdb.com/title/tt3606888/?ref_=sr_i_399,,,,,,,,,,,,,,
400. King Cobra,2016,1h 31m,Not Rated,5.6,9.7K,48,"Veteran gay pornography producer Stephen battles two rival producers over the rights to his underage porn star creation, Brent Corrigan, with deadly results.",https://www.imdb.com/title/tt5129682/?ref_=sr_i_400,,,,,,,,,,,,,,
401. For the Love of Spock,2016,1h 51m,Not Rated,7.6,5K,74,An examination of the enduring appeal of Leonard Nimoy and his portrayal of Spock in Star Trek (1966).,https://www.imdb.com/title/tt4572820/?ref_=sr_i_401,,,,,,,,,,,,,,
402. My Best Friend's Wedding,2016,1h 31m,PG,5.1,370,,A successful fashion editor realizes she has romantic feelings for her childhood best friend when he invites her to his lavish London wedding.,https://www.imdb.com/title/tt5275314/?ref_=sr_i_402,,,,,,,,,,,,,,
403. Stefan Zweig: Farewell to Europe,2016,1h 46m,,6.7,2.7K,75,"Before Dawn charts the years of exile in the life of famous Jewish Austrian writer Stefan Zweig, his inner struggle for the ""right attitude"" toward the events in war torn Europe, and his search for a new home.",https://www.imdb.com/title/tt3397160/?ref_=sr_i_403,,,,,,,,,,,,,,
404. Sky on Fire,2016,1h 39m,Not Rated,4.6,416,45,"A security guard becomes embroiled in a battle to protect stem cell research, which can potentially cure cancer, from falling into the wrong hands.",https://www.imdb.com/title/tt6157600/?ref_=sr_i_404,,,,,,,,,,,,,,
405. Irudhi Suttru,2016,1h 49m,Not Rated,7.6,13K,,The story of a former boxer who quits boxing following a fallout with the authorities over the underlying politics but goes on to coach a fisherwoman to fulfill his dream through her.,https://www.imdb.com/title/tt5310090/?ref_=sr_i_405,,,,,,,,,,,,,,
406. Sword Master,2016,1h 48m,Not Rated,6.0,2.7K,,"Hong Kong cinema giants Derek Yee and Tsui Hark join forces in this 3D martial arts epic, about an elite swordsman who is haunted by his skill, and a challenger who aims to take his place at all costs.",https://www.imdb.com/title/tt5269396/?ref_=sr_i_406,,,,,,,,,,,,,,
407. Te Ata,2016,1h 45m,PG,7.4,1K,51,Te Ata set her sights on Broadway and what she thought was her life's dream. Audition after audition she was rejected and began to wonder if she was cut out for the bright lights.,https://www.imdb.com/title/tt4061944/?ref_=sr_i_407,,,,,,,,,,,,,,
408. Buster's Mal Heart,2016,1h 36m,Unrated,6.1,12K,63,A family man's chance encounter with a conspiracy-obsessed drifter leaves him on the run from the police and an impending event known as the Inversion.,https://www.imdb.com/title/tt5173032/?ref_=sr_i_408,,,,,,,,,,,,,,
409. Do Not Resist,2016,1h 12m,Not Rated,7.0,1.2K,69,"An account of the increasing use of military weapons and tactics by local law enforcement in the United States, counterpointed with civil unrest in Ferguson, Missouri following the shooting of Michael Brown in 2014.",https://www.imdb.com/title/tt5557976/?ref_=sr_i_409,,,,,,,,,,,,,,
410. Dancer,2016,1h 25m,Not Rated,7.8,3.2K,65,"Joining the Royal Ballet at the age of 13, Ukrainian Sergei Polunin became their youngest ever principal dancer when he was 19, but in January 2012 he took the dramatic decision to walk away from his classical ballet career.",https://www.imdb.com/title/tt5097070/?ref_=sr_i_410,,,,,,,,,,,,,,
411. The Congressman,2016,1h 38m,R,6.3,479,,"A determined Congressman, unswayed by political betrayal, a vicious media attack and a recent divorce, strives to maintain his dignity and protect a small fishing village from commercial corruption.",https://www.imdb.com/title/tt3485800/?ref_=sr_i_411,,,,,,,,,,,,,,
412. Norman Lear: Just Another Version of You,2016,1h 31m,Unrated,7.3,482,66,"A look at the life, work and political activism of one of the most successful television producers of all time, Norman Lear.",https://www.imdb.com/title/tt5275866/?ref_=sr_i_412,,,,,,,,,,,,,,
