Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link,writers,director,budget
115. Almost Angels,1962,1h 33m,Not Rated,6.3,701,,"Supported avidly by his mother and more reluctantly at first by his father, a working-class Austrian boy joins the Vienna Choirboys, where he proves to be unusually talented. The standard initiation ordeals which new boys must endure at the hands of their seniors are intensified in his case because he has aroused the jealousy of Peter, the head chorister, by singing a solo which Peter had long sung himself. The fact is that Peter's voice is breaking, and with a broken voice often comes a broken heart. But, encouraged by the director and all the boys, Peter begins to develop in a new role as composer and conductor.",https://www.imdb.com/title/tt0055740/?ref_=sr_i_115,,,
116. Le septième juré,1962,1h 30m,,7.5,1K,,"In a moment of madness a respectable pharmacist kills a young woman who is sun-bathing by a lake. Unable to take in what he has done, he flees from the scene of the crime and behaves as if nothing has happened.",https://www.imdb.com/title/tt0188195/?ref_=sr_i_116,,,
117. Planeta bur,1962,1h 18m,,6.3,1.5K,,"Cosmonauts land on the planet Venus. However, they find themselves in danger from the voracious monsters they find on it.",https://www.imdb.com/title/tt0056352/?ref_=sr_i_117,,,
118. Invasion of the Star Creatures,1962,1h 10m,Approved,3.1,965,,Two Abbott and Costello-type soldiers find plantlike creatures that are under the control of two beautiful alien scientists who are bent on conquering Earth.,https://www.imdb.com/title/tt0128274/?ref_=sr_i_118,,,
119. Tender Is the Night,1962,2h 22m,Approved,6.0,930,,A Psychiatrist and his life with a patient he helped to recover.,https://www.imdb.com/title/tt0056566/?ref_=sr_i_119,,,
120. La gran familia,1962,1h 44m,,6.6,640,,"Carlos Alonso and Mercedes Cebrián are parents of fifteen children of different ages. They all live with the grandfather and depend exclusively on Carlos work (moonlighting rigger) as the sole breadwinner, which puts them in constant financial trouble. They also have the generous support of Juan the godfather, baker by profession. Through various events, we are told of everyday family life: a regular and full-time day of the clan; First communion of two sons; finals of nine of them; holiday on the Costa Dorada (Tarragona), propitious time for the romance of various members of the clan; the loss of Chencho, the baby of the family, in the Plaza Mayor of Madrid and its subsequent recovery. The arrival of their first television serves to announce the arrival of a new child.",https://www.imdb.com/title/tt0056037/?ref_=sr_i_120,,,
121. Jessica,1962,1h 52m,Not Rated,5.5,453,,"Jealous of a beautiful widowed midwife, her female neighbors in their small Sicilian village plot her ruin by refusing to have anything to do with their husbands.",https://www.imdb.com/title/tt0056117/?ref_=sr_i_121,,,
122. Bon Voyage!,1962,2h 10m,Not Rated,5.6,788,,A family takes a long delayed trip to Europe and finds an unending series of comedy adventures.,https://www.imdb.com/title/tt0055807/?ref_=sr_i_122,,,
123. War of the Buttons,1962,1h 30m,,7.4,2.9K,,The school boys of two villages in France are fighting. Their trophy are the buttons they will snatch from the enemy. This fight will bring those kids to everlasting friendship...eventually.,https://www.imdb.com/title/tt0054949/?ref_=sr_i_123,,,
124. Five Weeks in a Balloon,1962,1h 41m,PG,5.7,1.4K,,"In 1862, the British commission inventor Fergusson to claim uncharted land in West Africa for Britain by flying his giant hot air balloon there.",https://www.imdb.com/title/tt0055988/?ref_=sr_i_124,,,
125. Tonight for Sure,1962,1h 9m,,2.9,389,,On a club stage reality and fiction are mixed.,https://www.imdb.com/title/tt0153167/?ref_=sr_i_125,,,
126. Hands of a Stranger,1962,1h 25m,Approved,5.2,1K,,"A concert pianist loses his hands in a car crash, but a surgeon gives him new ones. The experimental medical procedure goes awry when the new hands drive the pianist mad.",https://www.imdb.com/title/tt0056056/?ref_=sr_i_126,,,
127. Love on a Pillow,1962,1h 42m,Not Rated,5.5,751,,"A young girl rescues a man from a suicide attempt. He turns out to be a sociopath, who begins to take over her life, abusing her both verbally and emotionally, yet she can't seem to tear herself away from him.",https://www.imdb.com/title/tt0056404/?ref_=sr_i_127,,,
128. Geronimo,1962,1h 41m,Approved,5.8,1.3K,,"In 1880s Arizona, General Crook and his troops are trying to subdue the last tribe of Apache led by Geronimo.",https://www.imdb.com/title/tt0056016/?ref_=sr_i_128,,,
129. 40 Pounds of Trouble,1962,1h 46m,Approved,6.3,1.2K,,Hilarity ensues when a casino manager spends a day at Disneyland with a cute but troublesome little girl.,https://www.imdb.com/title/tt0057069/?ref_=sr_i_129,,,
130. Boys' Night Out,1962,1h 55m,Unrated,6.5,2.5K,,"Four men bored with their Thursday nights out from their wives (and mom) rent a love nest in New York City, equipped with a blonde. What they don't know is that she's writing a postgraduate thesis on sexual fantasies of urban men.",https://www.imdb.com/title/tt0055809/?ref_=sr_i_130,,,
131. Santo vs. the Vampire Women,1962,1h 29m,Not Rated,3.9,1.5K,,A professor recruits a professional wrestler to protect his daughter from vampires intent on kidnaping her and marrying her to the devil.,https://www.imdb.com/title/tt0055408/?ref_=sr_i_131,,,
132. A Monkey in Winter,1962,1h 45m,,7.4,3.5K,,"Albert is an inn owner who vowed never to drink again if he and his wife survived the war. They did, and the reformed alcoholic keeps his vow. But times have changed and soon after the war, Albert comes in contact with Gabriel, a young man prone to heavy bouts with the bottle. Gabriel is conflicted over visiting his young daughter in a nearby school and in a moment of nostalgia, Albert takes off with him on one major binge -- and havoc results.",https://www.imdb.com/title/tt0056636/?ref_=sr_i_132,,,
133. Adieu Philippine,1962,1h 46m,,7.0,1.1K,,"Paris, summer 1960. Michel is about to leave for Algeria for military service. He meets Liliane and Juliette, two inseparable friends. Michel goes on vacation to Corsica, where the two girls decide to join him",https://www.imdb.com/title/tt0143088/?ref_=sr_i_133,,,
134. Eva,1962,1h 47m,Not Rated,6.4,2.1K,,A raw Welsh novelist in Venice is humiliated by a money-loving Frenchwoman who erotically ensnares him.,https://www.imdb.com/title/tt0059160/?ref_=sr_i_134,,,
135. Term of Trial,1962,2h 10m,Approved,7.1,897,,"A British high-school girl becomes infatuated with her English teacher, but after he rejects her amorous advances, she goes to the police and accuses him of indecent assault.",https://www.imdb.com/title/tt0056568/?ref_=sr_i_135,,,
136. Agostino,1962,1h 30m,,6.9,253,,"Agostino is a 13-year-old boy on vacation in Venice with his widowed mother. When a local stud seduces her, jealous Agostino joins a local group of juvenile delinquents out of protest. They force him to face his budding sexuality.",https://www.imdb.com/title/tt0055730/?ref_=sr_i_136,,,
137. The Given Word,1962,1h 38m,,8.3,4.1K,,"A simple yet devout Christian makes a vow to Saint Barbara after she saves his donkey, but everyone he meets seems determined to misunderstand his intentions. Will he be able to keep his promise in the end?",https://www.imdb.com/title/tt0056322/?ref_=sr_i_137,,,
138. The Girls,1962,1h 38m,,7.8,4.7K,,"Several romance stories - part funny, part sadly - set in a remote logging camp.",https://www.imdb.com/title/tt0134614/?ref_=sr_i_138,,,
139. The Third Lover,1962,1h 20m,,7.0,1.1K,,"André Mercier, a journalist known as Albin Mercier, is a failed, embittered writer. Sent to cover an event in Germany, he gets to know Andreas Hartmann, another writer who, for his part, has not... failed. The successful Andreas is married to Hélène, a beautiful Frenchwoman. Both attracted to her and jealous of the couple's happiness, Mercier decides to shatter it. Taking advantage of the absence of Andreas, off on a business trip, he tries to seduce Hélène and to become her lover. But things do not go according to plan...",https://www.imdb.com/title/tt0056302/?ref_=sr_i_139,,,
140. A Very Private Affair,1962,1h 43m,,5.5,1.3K,,"When Jill becomes a movie star she soon discovers that her private life is destroyed by persistent fans that won't leave her alone. Her mother's ex-lover, Fabio, tries to protect her.",https://www.imdb.com/title/tt0055599/?ref_=sr_i_140,,,
141. Night of Evil,1962,1h 28m,,5.2,105,,The story of a young girl who goes from being a high school cheerleader to a stripper who commits an armed robbery.,https://www.imdb.com/title/tt0056278/?ref_=sr_i_141,,,
142. Sundays and Cybèle,1962,1h 51m,Not Rated,7.8,4.9K,,Story of a lonely young girl who is befriended by an innocent but emotionally disabled veteran of the French Indochina War.,https://www.imdb.com/title/tt0055910/?ref_=sr_i_142,,,
143. Sign of the Lion,1962,1h 43m,,7.2,2.4K,,"A French-American in Paris lives by sponging off his working friends, and throws a party using borrowed money when his rich American aunt dies, believing firmly in his horoscope.",https://www.imdb.com/title/tt0053279/?ref_=sr_i_143,,,
144. The Terror of Doctor Mabuse,1962,1h 28m,,5.9,636,,German Police Inspector Lohmann investigates a string of crimes resembling Dr. Mabuse's M.O. but Mabuse is in Professor Polland's care inside an insane asylum.,https://www.imdb.com/title/tt0056573/?ref_=sr_i_144,,,
145. The Slave,1962,1h 40m,,5.9,634,,"During the power struggle between Caesar and Crassus, a Roman centurion, who is the lost son of Spartacus, is dispatched to Crassus' camp to observe his movements and keep Caesar informed.",https://www.imdb.com/title/tt0057060/?ref_=sr_i_145,,,
146. Love at Twenty,1962,1h 50m,,7.2,2.5K,,"""Love at Twenty"" unites five directors from around the world to present their different perspectives on what love really is at the age of 20. The episodes are united with the score of Georges Delerue and still photos of Henri Cartier-Bresson. The directors create their peculiar scenarios with Truffaut revisiting Antoine Doinel, this time finding some meaning to his life while getting involved with a girl; Renzo Rossellini's episode about an abandoned mistress; Ishihara's tale about an obsessive love; Ophüls' story about a pregnant woman trying to plot against the baby's father; and Wajda presenting a confusing relationship between people from different generations.",https://www.imdb.com/title/tt0055747/?ref_=sr_i_146,,,
147. The Cabinet of Caligari,1962,1h 46m,Approved,5.8,1.1K,,A stranded young woman finds herself at a mysterious mansion where nothing is what it seems.,https://www.imdb.com/title/tt0055819/?ref_=sr_i_147,,,
148. The Road to Hong Kong,1962,1h 31m,Approved,6.1,2.8K,,Mistaken identity and the acquisition of a rare Tibetan herb put two buffoonish con men on the wrong side of a secret organization geared toward world domination.,https://www.imdb.com/title/tt0056417/?ref_=sr_i_148,,,
149. Two Weeks in Another Town,1962,1h 47m,Approved,6.4,3.1K,,"After spending three years in an asylum, a washed-up actor views a minor assignment from his old director in Rome as a chance for personal and professional redemption.",https://www.imdb.com/title/tt0056625/?ref_=sr_i_149,,,
150. The Boys,1962,2h 3m,,7.2,678,,"In 1962 London, four troublesome teenagers are charged by the police with robbing a garage and murdering the night watchman.",https://www.imdb.com/title/tt0054697/?ref_=sr_i_150,,,
151. My Geisha,1962,1h 59m,Not Rated,6.5,1.6K,,An actress disguises herself as a geisha in order to land the lead role in her director husband's film version of 'Madam Butterfly'.,https://www.imdb.com/title/tt0056267/?ref_=sr_i_151,,,
152. The Creation of the Humanoids,1962,1h 15m,Approved,5.7,1.6K,,"In a post holocaust society, robots take it on their own to help the dying human race by giving them android bodies.",https://www.imdb.com/title/tt0055872/?ref_=sr_i_152,,,
153. Diamond Head,1962,1h 47m,Approved,6.0,1.1K,,"In 1950's Hawaii, a bigoted and ruthless land baron, with political ambitions, bans his sister from marrying a native Hawaiian even though he himself has secretly impregnated an Asian woman.",https://www.imdb.com/title/tt0055905/?ref_=sr_i_153,,,
154. The Awful Dr. Orlof,1962,1h 30m,Approved,6.1,1.9K,,"Dr. Orlof, a former prison doctor, abducts beautiful women from nightclubs and tries to use their skin to repair his daughter's fire-scarred face.",https://www.imdb.com/title/tt0056040/?ref_=sr_i_154,,,
155. House on Bare Mountain,1962,1h 2m,Unrated,4.1,725,,"The Wolfman, Dracula and Frankenstein spy on a girls' school in the mountains, where most of the girls spend their time sunbathing in the nude, nude exercises and nude art classes. The monsters finally invade the school...",https://www.imdb.com/title/tt0056083/?ref_=sr_i_155,,,
156. Arabian Nights: The Adventures of Sinbad,1962,1h 21m,,6.0,154,,"A young sailor named Sinbad and his sidekick Ali find a map to a fabulous treasure and stow away aboard a ship in an effort to get to where the treasure is buried. They eventually convince the ship's captain to change course and help them find the treasure. Along the way they come up against a wicked Vizier, a giant bird, vicious whirlpools and other obstacles.",https://www.imdb.com/title/tt0056482/?ref_=sr_i_156,,,
157. House of Women,1962,1h 25m,Approved,6.1,422,,"Drama about a young woman, Erica, who is wrongly implicated in a crime and sent to prison for five years, where she faces deplorable conditions. With the aid of the warden, she sets out to prove her innocence.",https://www.imdb.com/title/tt0056082/?ref_=sr_i_157,,,
158. Wild Gals of the Naked West,1962,1h 5m,R,4.1,784,,"An old geezer recalls some of the antics of the men and women of his Western town, which was more wild and woolly than Tombstone or Dodge City. In this town, no one is a good shot, the women are hungry for new meat, and practical jokers abound. A stranger strolls into town and proves resistant to the mayhem. After donning some cowboy duds he starts to clean up the town.",https://www.imdb.com/title/tt0056692/?ref_=sr_i_158,,,
159. Billy Rose's Jumbo,1962,2h 3m,G,6.1,1.8K,,A debt-ridden circus is saved by a well-meaning but inept publicity man.,https://www.imdb.com/title/tt0055797/?ref_=sr_i_159,,,
160. Pitfall,1962,1h 37m,Not Rated,7.5,4.4K,,"A man wanders into a seemingly deserted town with his young son in search of work. But after a bit of bad luck, he joins the town's population of lost souls.",https://www.imdb.com/title/tt0203612/?ref_=sr_i_160,,,
161. The Gentleman from Epsom,1962,1h 27m,,6.1,1K,,The story takes place in the racecourses around Paris. A so-called major sells his tips to naive characters.,https://www.imdb.com/title/tt0056014/?ref_=sr_i_161,,,
162. The Counterfeit Traitor,1962,2h 20m,Approved,7.4,3.1K,,"Blacklisted in modern day WW2, a Swedish oil trader opts to assist British Allies, by means of infiltrating and surveying Nazi Germany.",https://www.imdb.com/title/tt0055871/?ref_=sr_i_162,,,
163. Curse of the Blood Ghouls,1962,1h 12m,G,5.0,623,,"In 19th century Austria, a newlywed couple in an old castle soon are targeted by a savage vampire who is hellbent on destroying both their entire lives when he centers his main focus on the bride. Complications ensue for everyone involved.",https://www.imdb.com/title/tt0056528/?ref_=sr_i_163,,,
164. Big Red,1962,1h 29m,Not Rated,6.3,862,,A wealthy sportsman's decision to hire a backwoods orphan to exercise a champion Irish Setter has unexpected consequences.,https://www.imdb.com/title/tt0055793/?ref_=sr_i_164,,,
165. Zotz!,1962,1h 27m,Approved,5.9,959,,A professor comes into possession of an amulet with magical powers.,https://www.imdb.com/title/tt0056725/?ref_=sr_i_165,,,
166. The Seven Deadly Sins,1962,1h 53m,,6.3,687,,"The vision of the seven deadly sins by seven French directors as follows: (1) Anger: In a gentle French town, several men find flies in their Sunday soups. They have arguments with their wives, that grows successively to the streets, country and world. (2) Gluttony: A family arrives late for the buffet of the funeral of the father of the patriarch. (3) Envy: The maid Rosette is envious of a movie star that is lodged in the hotel she works. Rosette seduces her lover and later she returns to the hotel as a client. 4) Lust: Two friends discuss the meaning of lust. One of them recalls that when he was a child, he misunderstood the meaning of lust with luxury. (5) Sloth: An aspirant actress asks for a ride to the actor Eddie Constantine with the clear intention to seduce him. They go to his apartment, but Eddie is so lazy that does not have sex with her to avoid having to dress again. (6) Pride: One unfaithful couple cheats each other. The businesswoman has a love affair with a man that asks her to travel to Paris with him and get married when she gets the divorce. Her husband is a salesman that cheats her with her friend Heloise. (7) Greed: Seven university students want to have sex with an expensive prostitute that charges 50,000 francs to spend a night with the client. They decide to make a lottery with 25 students giving 2,000 francs each. On the next morning, the prostitute asks the winner how he got money to be with her, and he tells about the lottery. She says that she will return his money but greed wins.",https://www.imdb.com/title/tt0056467/?ref_=sr_i_166,,,
167. The Grim Reaper,1962,1h 28m,Not Rated,6.8,2.7K,,"When a woman is killed in a park, the police bring in everyone suspected of being there when the incident occurred and question them. One of them is the killer.",https://www.imdb.com/title/tt0055858/?ref_=sr_i_167,,,
168. A View from the Bridge,1962,1h 50m,,7.0,585,,"Eddie harbors secret love for his niece Catherine. When her cousins, illegal immigrants Marco and Rodolpho, arrive, Catherine falls for Rodolpho. Eddie, consumed by jealousy, reports the immigrants, leading to tragic consequences.",https://www.imdb.com/title/tt0056668/?ref_=sr_i_168,,,
"169. My Son, the Hero",1962,1h 51m,Approved,6.0,475,,An evil king makes a bargain with a devil in order to get away with murdering his wife.,https://www.imdb.com/title/tt0054637/?ref_=sr_i_169,,,
170. The Invisible Dr. Mabuse,1962,1h 29m,Not Rated,5.7,629,,"Evil mastermind Dr. Mabuse seeks Professor Erasmus' secret invention, a device that makes one invisible, but a murder in a revue theatre brings the German police and the FBI into the mix.",https://www.imdb.com/title/tt0056639/?ref_=sr_i_170,,,
171. The Day Mars Invaded Earth,1962,1h 10m,Approved,4.9,1.2K,,Martians replace a scientist and his family to pave the way for their invasion of Earth.,https://www.imdb.com/title/tt0055893/?ref_=sr_i_171,,,
172. Merrill's Marauders,1962,1h 38m,Approved,6.6,2.9K,,"During WW2, a 3000-strong American unit, known as Merrill's Marauders, battles the Japanese forces in Burma.",https://www.imdb.com/title/tt0056234/?ref_=sr_i_172,,,
173. Cartouche,1962,1h 54m,Not Rated,6.5,3K,,"The story of a kid from the back streets who wants to become king of Paris. Brought up among petty thieves, he becomes their leader through an audacious and elegant coup which wins him the love of the beautiful Venus.",https://www.imdb.com/title/tt0055832/?ref_=sr_i_173,,,
174. The Fast Lady,1962,1h 35m,Approved,6.1,884,,A naive Scotsman buys a vintage sports car and learns to drive in order to impress the daughter of an arrogant aristocrat who despises him.,https://www.imdb.com/title/tt0055977/?ref_=sr_i_174,,,
175. Satan in High Heels,1962,1h 30m,Not Rated,5.6,610,,"A carnival burlesque dancer robs her junkie ex-husband, goes to New York, gets a job at a high-class club where she becomes the mistress of the wealthy owner. She seduces his son and causes a murder.",https://www.imdb.com/title/tt0138075/?ref_=sr_i_175,,,
176. Chushingura,1962,3h 27m,,7.6,2.3K,,"After their lord is tricked into committing ritual suicide, forty-seven samurai warriors await the chance to avenge their master and reclaim their honor.",https://www.imdb.com/title/tt0055850/?ref_=sr_i_176,,,
177. The Chapman Report,1962,2h 5m,Approved,5.5,1.1K,,"Based on the best-selling novel by Irving Wallace that was inspired by the Kinsey Report on the sexual mores of suburban women, the film follows the personal (read sexual) lives of four women (Claire Bloom, Jane Fonda, Shelley Winters and Glynis Johns) with four separate sexual hangups, ranging from frigidity to nymphomania. Efrem Zimbalist, Jr. plays a researcher who becomes entangled with Fonda, the young woman suffering from emotional frigidity.",https://www.imdb.com/title/tt0055841/?ref_=sr_i_177,,,
178. Escape from East Berlin,1962,1h 34m,Approved,6.7,763,,"In 1962, a group of East Berliners escapes to West Berlin through a tunnel dug from the basement of a house located near the Berlin Wall.",https://www.imdb.com/title/tt0055962/?ref_=sr_i_178,,,
179. Walk in the Shadow,1962,1h 33m,,7.1,312,,"When John Harris's daughter is badly injured in an boating accident, the hospital tells him that she will need an urgent blood transfusion. Due to his religious beliefs Harris refuses permission, and the child dies. When the inquest clears Harris of all blame, the doctor in charge of the case tries to get the police to press manslaughter charges against Harris.",https://www.imdb.com/title/tt0056181/?ref_=sr_i_179,,,
180. The World's Greatest Sinner,1962,1h 17m,Not Rated,6.3,948,,"A bored insurance salesman quits his job to go into politics. He first starts preaching about how man is greater than he thinks and that man can live forever. He ends up forming his own political party, ""The Eternal Man"" party. He begins to be referred to as ""God."" Then he starts having doubts about the eternalness of man.",https://www.imdb.com/title/tt0056703/?ref_=sr_i_180,,,
181. Period of Adjustment,1962,1h 52m,Approved,6.2,1.7K,,A newlywed couple's honeymoon is disrupted by their friends' marital problems.,https://www.imdb.com/title/tt0056341/?ref_=sr_i_181,,,
182. The Spiral Road,1962,2h 19m,Approved,6.1,680,,"In 1936, a Dutch physician who treats leprosy patients in the jungles of Indonesia has a dangerous run-in with a local witch-doctor who uses black magic to kill his enemies.",https://www.imdb.com/title/tt0056516/?ref_=sr_i_182,,,
"183. Ninja, a Band of Assassins",1962,1h 44m,Not Rated,7.0,1K,,"A young ninja becomes embroiled in a plot to kill a tyrannical warlord. He journeys across feudal Japan, facing deceit, betrayal, and enemy ninja at every turn. Goemon must complete his mission, regain his honor, and survive.",https://www.imdb.com/title/tt0164882/?ref_=sr_i_183,,,
184. Adam and 6 Eves,1962,1h,,4.8,209,,A man lost in the desert with his donkey comes across an oasis with six naked women.,https://www.imdb.com/title/tt0206534/?ref_=sr_i_184,,,
185. The Inheritance,1962,1h 47m,,7.4,1.1K,,"A dying businessman intends to will two hundred million yen to his three illegitimate children, but his associates scheme to take advantage of the situation.",https://www.imdb.com/title/tt0056135/?ref_=sr_i_185,,,
186. The Three Stooges in Orbit,1962,1h 30m,Not Rated,5.6,1.1K,,The Stooges must battle alien spies to safeguard a goofy scientist's revolutionary new vehicle.,https://www.imdb.com/title/tt0056580/?ref_=sr_i_186,,,
187. Il mare,1962,1h 50m,,6.8,166,,"A well known actor comes to off-season Capri to unwind and meets a teenaged boy. The attraction is immediate and mutual but before their relationship can get off the ground, an alluring woman with a spontaneous sexuality and care free attitude joins the triangle and the boy is slowly pushed out of the picture.",https://www.imdb.com/title/tt0056223/?ref_=sr_i_187,,,
188. Le glaive et la balance,1962,2h 11m,,6.9,269,,"Three young men are suspected of kidnapping and murdering a little boy. Most likely, two of them are really involved, but one is not. Neither the police nor the court can decide how to solve that puzzle.",https://www.imdb.com/title/tt0057106/?ref_=sr_i_188,,,
189. Professor,1962,2h 46m,,6.8,361,,A college grad in need of money must disguise himself as an old man to tutor two young women who are under the watchful eye of their strict aunt.,https://www.imdb.com/title/tt0056379/?ref_=sr_i_189,,,
190. Main Chup Rahungi,1962,2h 27m,Not Rated,7.8,99,,"Gayatri, daughter of a poor labourer, falls in love with a rich businessman. But the relationship sours and she is left pregnant with his baby. She keeps the identity of the father a secret.",https://www.imdb.com/title/tt0056213/?ref_=sr_i_190,,,
191. The Treasure of the Silver Lake,1962,1h 22m,,6.8,3.7K,,"In their first cinematic adventure, Apache chief Winnetou and mountain man Old Shatterhand pursue a gang of murderous outlaws who will stop at nothing to find the legendary treasure of Silver Lake.",https://www.imdb.com/title/tt0056452/?ref_=sr_i_191,,,
192. Pressure Point,1962,1h 31m,Not Rated,7.1,2.2K,,A Black prison psychiatrist is assigned the distasteful task of helping a paranoid American Nazi charged with sedition.,https://www.imdb.com/title/tt0056370/?ref_=sr_i_192,,,
193. The Fabulous Baron Munchausen,1962,1h 23m,Not Rated,7.7,3.2K,,"The outrageous Baron Munchausen tells of his many adventures, from meeting the Man in the Moon to defeating a Turkish army all by himself.",https://www.imdb.com/title/tt0054665/?ref_=sr_i_193,,,
194. The Devil and the Ten Commandments,1962,2h 6m,,6.7,1K,,"1) Jerôme Chambard, a retired man, taken in by nuns in a convent, swears like a trooper. 2) Françoise takes a lover because he has promised her a diamond necklace. 3) Denis, a seminarist, decides to renounce his vows to avenge his sister. 4) God in person lands at a remote farm and works miracles there. 5) Pierre learns that his mother is not his mother, but a famous actress. 6) Didier, a bank clerk, teams up with a bank thief after being fired by the manager 7) Jerôme Chambard is invited to Sunday lunch by his friend the bishop and by dint of drinking to their friendship the holy man cannot remember the ten commandments anymore",https://www.imdb.com/title/tt0055904/?ref_=sr_i_194,,,
195. Maciste contro i mostri,1962,1h 22m,Not Rated,4.1,319,,"Wandering strongman Maxxus comes upon two warring tribes, the Sun worshipers and the Moon worshipers. He saves the leader of the Sun tribe from a sea monster, then later on when the Moon tribe attacks and kidnaps the Sun tribe's women, they call upon Maxxus for help.",https://www.imdb.com/title/tt0057270/?ref_=sr_i_195,,,
196. The Witch's Mirror,1962,1h 16m,Approved,6.5,1.1K,,"A husband murders his wife, and years later her ghost emerges from a witch's mirror to take her revenge.",https://www.imdb.com/title/tt0055966/?ref_=sr_i_196,,,
197. Young and Willing,1962,1h 50m,,5.9,187,,University students form relationships and perform pranks with disastrous consequences all round.,https://www.imdb.com/title/tt0056696/?ref_=sr_i_197,,,
198. Anak Perawan di Sarang Penjamun,1962,2h 7m,,,,,,https://www.imdb.com/title/tt6753458/?ref_=sr_i_198,,,
199. Tarzan Goes to India,1962,1h 28m,Approved,5.3,608,,"Summoned to India by a dying maharajah, Tarzan attempts to remove an elephant herd from a valley to be flooded upon completion of a modern dam.",https://www.imdb.com/title/tt0056560/?ref_=sr_i_199,,,
200. The Lion,1962,1h 36m,Approved,6.1,806,,"In Kenya, when young Tina befriends a lion and embraces local customs, her mother summons Tina's American father to help bring Tina back to civilization and give her a civilized upbringing.",https://www.imdb.com/title/tt0056186/?ref_=sr_i_200,,,
201. Number Six,1962,59m,,6.4,63,,The police have never been able to charge Mr Valentine but that doesn't mean he is a honest man. A policeman sets out to finally bring him to justice.....,https://www.imdb.com/title/tt7393284/?ref_=sr_i_201,,,
202. Moon Pilot,1962,1h 38m,Not Rated,5.4,545,,"Away on a short leave before an upcoming moon launch, a NASA astronaut disappears and is feared kidnapped when the security services learn about his friendship with a suspected foreign female spy.",https://www.imdb.com/title/tt0056249/?ref_=sr_i_202,,,
203. Lafayette,1962,2h 38m,Not Rated,6.0,197,,"During the American War of Independence, French officer and nobleman La Fayette comes to America's aid with men, money and weapons and becomes a Major-General under George Washington's command.",https://www.imdb.com/title/tt0055070/?ref_=sr_i_203,,,
204. Five Miles to Midnight,1962,1h 50m,Approved,6.2,1.3K,,"Lisa Macklin, an Italian woman, has a fight with her American husband Robert in a Paris night club. He leaves the next day for a business trip and Lisa says she does not want to see him again. She is with newspaperman Alan Stewart that evening when she learns Robert's plane has crashed with no survivors. Waking from sedation after the funeral, Lisa finds Robert in their flat, injured but alive. He was thrown clear of the crash by a lucky twist of fate. He now plans to collect the $120,000 insurance he took out at the airport. Once Lisa collects the money and turns it over to him, she will finally be rid of him. She attempts to get advice from Stewart, but he has been replaced by David Barnes. Lisa's life becomes a tortuous ordeal, at work, at home, faced with a fugitive husband and a growing love for David, who suspects everything. Finally her nightmare concludes when she finally gets the check and meets Robert. As they drive to the Belgian border, he reveals he never intended giving her up to Barnes or anyone else. If she dares go, he will tell the police all and she will be arrested--as accessory to fraud. Lisa realizes she must take the desperate step to freedom. Once taken, there is no turning back.",https://www.imdb.com/title/tt0056957/?ref_=sr_i_204,,,
205. Hitler,1962,1h 47m,Approved,5.7,377,,Biopic of Adolf Hitler focusing on his relationships with various women from 1923 to 1945.,https://www.imdb.com/title/tt0056072/?ref_=sr_i_205,,,
206. Beauty and the Beast,1962,1h 17m,Approved,4.7,323,,"Curse turns a handsome prince into a werewolf at night. A princess tries to help him, while his enemies plot to take his throne.",https://www.imdb.com/title/tt0055781/?ref_=sr_i_206,,,
207. The Rape of the Sabines,1962,1h 20m,,5.4,58,,The Sabine tribe battles Romulus in the early days of Rome after Romans seize their women as unwilling brides.,https://www.imdb.com/title/tt0339560/?ref_=sr_i_207,,,
208. Jacktown,1962,1h 2m,Not Rated,4.9,185,,A young delinquent is sent to prison for a statutory rape.,https://www.imdb.com/title/tt0182253/?ref_=sr_i_208,,,
209. Totò diabolicus,1962,1h 35m,,6.7,818,,"The Marquis Galeazzo di Torre Alta is murdered by a mysterious killer who calls himself Diabolicus. His heirs are his three brothers and a sister, but all of them except Monsignor Antonino di Torre Alta are killed by Diabolicus. The police are unable to solve the case, but when Antonino gives his inheritance to Pasquale Bonocore--illegitimate son of his father--and Pasquale is in prison and therefore can't be the killer, all the clues are in the hand of the police.",https://www.imdb.com/title/tt0056604/?ref_=sr_i_209,,,
210. Secret of the Red Orchid,1962,1h 24m,Not Rated,5.5,725,,Rival gangsters from Chicago move to London and attempt to extort money from rich Britons.,https://www.imdb.com/title/tt0055391/?ref_=sr_i_210,,,
211. The Password Is Courage,1962,1h 56m,Approved,6.8,1.6K,,"British N.C.O. Sergeant Major Charles Coward (Sir Dirk Bogarde) escapes from the Stalag VIII-B P.O.W. camp, and is mistakenly awarded with the Iron Cross by the Germans.",https://www.imdb.com/title/tt0056335/?ref_=sr_i_211,,,
212. The Doll,1962,1h 36m,,6.7,386,,"A lonely night watchman at a department store develops a fixation on one of the store's mannequins. He soon steals her and brings her to his home, where he can be with her all the time. One day, she comes to life...",https://www.imdb.com/title/tt0056649/?ref_=sr_i_212,,,
213. War Gods of Babylon,1962,1h 28m,Not Rated,5.1,170,,"Noble, wise King Sardanapolo and his more soft and naive younger brother Prince Sammash get into a bitter feud over the affections of sweet and alluring innocent peasant girl Mirra. Meanwhile, the treacherous and ruthlessly ambitious General Arbace plots against both siblings.",https://www.imdb.com/title/tt0056674/?ref_=sr_i_213,,,
