Title,Year,Duration,MPA,Rating,Votes,meta_score,description,Movie Link,writers,directors,stars,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,genres,Languages
29. Longlegs,2024,1h 41m,R,6.5,228K,77.0,"In pursuit of a serial killer, an FBI agent uncovers a series of occult clues that she must solve to end his terrifying killing spree.",https://www.imdb.com/title/tt23468450/?ref_=sr_i_29,['Osgood Perkins'],['Osgood Perkins'],"['Maika Monroe', 'Nicolas Cage', 'Blair Underwood', 'Alicia Witt', 'Michelle Choi-Lee', 'Dakota Daulby', 'Lauren Acala', 'Kiernan Shipka', 'Maila Hosie', 'Jason William Day']","$10,000,000 (estimated)","$22,400,119","$127,961,936","$74,346,140","July 12, 2024","['Canada', 'United States']","['Vancouver, British Columbia, Canada']","['C2 Motion Picture Group', 'Cweature Features', 'Oddfellows Pictures']","Awards, 10 wins & 31 nominations total","['Body Horror', 'Folk Horror', 'Psychological Horror', 'Psychological Thriller', 'Serial Killer', 'Supernatural Horror', 'Crime', 'Horror', 'Mystery', 'Thriller']",['English']
30. Mean Girls,2024,1h 52m,PG-13,5.5,42K,58.0,"Cady Heron is a hit with the Plastics, an A-list girl clique at her new school. But everything changes when she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",https://www.imdb.com/title/tt11762114/?ref_=sr_i_30,"['Tina Fey', 'Rosalind Wiseman']","['Samantha Jayne', 'Arturo Perez Jr.']","['Angourie Rice', 'Reneé Rapp', ""Auli'i Cravalho"", 'Jaquel Spivey', 'Avantika', 'Bebe Wood', 'Christopher Briney', 'Jenna Fischer', 'Busy Philipps', 'Tina Fey']","$36,000,000 (estimated)","$28,635,307","$104,970,953","$72,581,770","January 12, 2024",['United States'],"['Middletown, New Jersey, USA']","['Paramount Pictures', 'Broadway Video', 'Little Stranger']","Awards, 1 win & 5 nominations total","['Pop Musical', 'Teen Comedy', 'Comedy', 'Musical']",['English']
31. Smile 2,2024,2h 7m,R,6.7,147K,67.0,"About to embark on a world tour, global pop sensation Skye Riley begins experiencing increasingly terrifying and inexplicable events. Overwhelmed by the escalating horrors and the pressures of fame, Skye is forced to face her past.",https://www.imdb.com/title/tt29268110/?ref_=sr_i_31,['Parker Finn'],['Parker Finn'],"['Naomi Scott', 'Rosemarie DeWitt', 'Lukas Gage', 'Miles Gutierrez-Riley', 'Peter Jacobson', 'Ray Nicholson', 'Dylan Gelula', 'Raúl Castillo', 'Kyle Gallner', 'Drew Barrymore']","$28,000,000 (estimated)","$23,021,692","$138,128,854","$69,012,586","October 18, 2024","['United States', 'Canada']","['Newburgh, New York, USA']","['Paramount Pictures', 'Temple Hill Entertainment', 'Bad Feeling']","Awards, 6 wins & 18 nominations total","['Body Horror', 'Folk Horror', 'Psychological Horror', 'Showbiz Drama', 'Splatter Horror', 'Supernatural Horror', 'Tragedy', 'Horror', 'Mystery', 'Thriller']",['English']
32. Civil War,2024,1h 49m,R,7.0,271K,75.0,"In the midst of a U.S. civil war, four reporters make the dangerous trip to the capital to interview the president before he is overthrown.",https://www.imdb.com/title/tt17279496/?ref_=sr_i_32,['Alex Garland'],['Alex Garland'],"['Kirsten Dunst', 'Wagner Moura', 'Cailee Spaeny', 'Nick Offerman', 'Jefferson White', 'Nelson Lee', 'Evan Lai', 'Stephen McKinley Henderson', 'Vince Pisani', 'Justin James Boykin']","$50,000,000 (estimated)","$25,537,368","$127,268,065","$68,756,072","April 12, 2024","['United States', 'United Kingdom', 'Finland']","['Alonzo Herndon Stadium, Atlanta, Georgia, USA (refugees camp in stadium)']","['A24', 'DNA Films', 'IPR.VC']","Awards, 10 wins & 62 nominations total","['Political Drama', 'Political Thriller', 'Psychological Drama', 'Quest', 'Road Trip', 'Action', 'Thriller', 'War']",['English']
33. Furiosa: A Mad Max Saga,2024,2h 28m,R,7.4,323K,79.0,"After being snatched from the Green Place of Many Mothers, while the tyrants Dementus and Immortan Joe fight for power and control, the young Furiosa must survive many trials as she puts together the means to find her way home.",https://www.imdb.com/title/tt12037194/?ref_=sr_i_33,"['George Miller', 'Nick Lathouris']",['George Miller'],"['Anya Taylor-Joy', 'Chris Hemsworth', 'Tom Burke', 'Alyla Browne', 'George Shevtsov', 'Lachy Hulme', 'John Howard', 'Angus Sampson', 'Charlee Fraser', 'Elsa Pataky']","$168,000,000 (estimated)","$26,326,462","$174,375,791","$67,475,791","May 24, 2024","['Australia', 'United States']","['Broken Hill, New South Wales, Australia']","['Warner Bros.', 'Domain Entertainment (II)', 'Kennedy Miller Mitchell']","Awards, 29 wins & 128 nominations total","['Action Epic', 'Adventure Epic', 'Car Action', 'Desert Adventure', 'Dystopian Sci-Fi', 'Epic', 'Quest', 'Tragedy', 'Action', 'Adventure']","['English', 'Romanian', 'Italian']"
34. The Beekeeper,2024,1h 45m,R,6.3,183K,53.0,A former operative of a powerful organization embarks on a brutal campaign for vengeance.,https://www.imdb.com/title/tt15314262/?ref_=sr_i_34,['Kurt Wimmer'],['David Ayer'],"['Jason Statham', 'Emmy Raver-Lampman', 'Bobby Naderi', 'Josh Hutcherson', 'Jeremy Irons', 'David Witts', 'Michael Epp', 'Taylor James', 'Phylicia Rashad', 'Jemma Redgrave']","$40,000,000 (estimated)","$16,576,007","$162,619,535","$66,220,535","January 12, 2024","['United Kingdom', 'United States']","['Kingsferry Bridge, Isle of Sheppey, Kent, England, UK (elevator bridge scene)']","['Miramax', 'Cedar Park Entertainment', 'Punch Palace Productions']","Awards, 1 win & 6 nominations total","['Action Epic', 'Conspiracy Thriller', 'One-Person Army Action', 'Political Thriller', 'Action', 'Crime', 'Thriller']","['English', 'Japanese', 'Spanish']"
35. Transformers One,2024,1h 44m,PG,7.6,67K,65.0,"The untold origin story of Optimus Prime and Megatron, better known as sworn enemies, but who once were friends bonded like brothers who changed the fate of Cybertron forever.",https://www.imdb.com/title/tt8864596/?ref_=sr_i_35,"['Eric Pearson', 'Andrew Barrer', 'Gabriel Ferrari']",['Josh Cooley'],"['Chris Hemsworth', 'Brian Tyree Henry', 'Scarlett Johansson', 'Keegan-Michael Key', 'Steve Buscemi', 'Laurence Fishburne', 'Jon Hamm', 'Vanessa Liguori', 'Jon Bailey', 'Jason Konopisos-Alvarez']","$75,000,000 (estimated)","$24,613,970","$129,408,392","$59,098,421","September 20, 2024",['United States'],,"['Paramount Animation', 'Hasbro Entertainment', 'New Republic Pictures']","Awards, 25 nominations total","['Transformers', 'Action Epic', 'Adventure Epic', 'Artificial Intelligence', 'Computer Animation', 'Dystopian Sci-Fi', 'Epic', 'Fantasy Epic', 'Psychological Drama', 'Sci-Fi Epic']",['English']
36. Joker: Folie à Deux,2024,2h 18m,R,5.2,185K,46.0,"Struggling with his dual identity, failed comedian Arthur Fleck meets the love of his life, Harley Quinn, while incarcerated at Arkham State Hospital.",https://www.imdb.com/title/tt11315808/?ref_=sr_i_36,"['Scott Silver', 'Todd Phillips', 'Bob Kane']",['Todd Phillips'],"['Joaquin Phoenix', 'Lady Gaga', 'Brendan Gleeson', 'Catherine Keener', 'Zazie Beetz', 'Steve Coogan', 'Harry Lawtey', 'Leigh Gill', 'Ken Leung', 'Jacob Lofland']","$190,000,000 (estimated)","$37,678,467","$207,500,287","$58,300,287","October 4, 2024",['United States'],"['Soho Hospital - 520 Belleville Avenue, Belleville, New Jersey, USA (Arkham Asylum exteriors)']","['Warner Bros.', 'Domain Entertainment (II)', 'Joint Effort']","Awards, 7 wins & 19 nominations total","['DC', 'Jukebox Musical', 'Prison Drama', 'Psychological Drama', 'Psychological Thriller', 'Drama', 'Musical', 'Thriller']",['English']
37. Terrifier 3,2024,2h 5m,Unrated,6.2,64K,62.0,Art the Clown is set to unleash chaos on the unsuspecting residents of Miles County as they peacefully drift off to sleep on Christmas Eve.,https://www.imdb.com/title/tt27911000/?ref_=sr_i_37,['Damien Leone'],['Damien Leone'],"['Lauren LaVera', 'David Howard Thornton', 'Antonella Rose', 'Elliott Fullam', 'Samantha Scaffidi', 'Margaret Anne Florence', 'Bryce Johnson', 'Alexa Blair Robertson', 'Mason Mecartea', 'Krsy Fox']","$2,000,000 (estimated)","$18,928,113","$90,322,103","$53,981,071","October 11, 2024",['United States'],,"['Dark Age Cinema', 'Bloody Disgusting', 'BondIt Media Capital']","Awards, 1 win & 2 nominations total","['Body Horror', 'Slasher Horror', 'Splatter Horror', 'Supernatural Horror', 'Holiday', 'Horror']",['English']
38. Challengers,2024,2h 11m,R,7.0,181K,82.0,"Tashi, a former tennis prodigy-turned-coach, transformed her husband into a champion. But to overcome a recent losing streak and redeem himself, he'll need to face off against his former best friend--Tashi's ex-boyfriend.",https://www.imdb.com/title/tt16426418/?ref_=sr_i_38,['Justin Kuritzkes'],['Luca Guadagnino'],"['Mike Faist', ""Josh O'Connor"", 'Zendaya', 'Darnell Appling', 'Bryan Doo', 'Shane T Harris', 'Nada Despotovich', 'Joan Mcshane', 'Chris Fowler', 'Mary Joe Fernandez']","$55,000,000 (estimated)","$15,011,061","$96,119,408","$50,119,408","April 26, 2024","['Italy', 'United States']","['Boston, Massachusetts, USA']","['Frenesy Film Company', 'Metro-Goldwyn-Mayer (MGM)', 'Pascal Pictures']","Awards, 77 wins & 152 nominations total","['Psychological Drama', 'Steamy Romance', 'Comedy', 'Drama', 'Romance', 'Sport']","['English', 'Romanian']"
39. Paddington in Peru,2024,1h 46m,PG,6.6,36K,65.0,"Paddington returns to Peru to visit his beloved Aunt Lucy, who now resides at the Home for Retired Bears. With the Brown family in tow, a thrilling adventure ensues when a mystery plunges them into an unexpected journey.",https://www.imdb.com/title/tt5822536/?ref_=sr_i_39,"['Michael Bond', 'Paul King', 'Simon Farnaby']",['Dougal Wilson'],"['Hugh Bonneville', 'Emily Mortimer', 'Ben Whishaw', 'Imelda Staunton', 'Oliver Maltman', 'Joel Fry', 'Robbie Gee', 'Sanjeev Bhaskar', 'Ben Miller', 'Jessica Hynes']","$90,000,000 (estimated)","$12,761,398","$211,000,000","$45,800,000","February 14, 2025","['United Kingdom', 'France', 'Japan', 'United States', 'Colombia']",['Colombia'],"['StudioCanal', 'Columbia Pictures', 'Kinoshita Group']","Awards, 2 wins & 9 nominations total","['Animal Adventure', 'Jungle Adventure', 'Adventure', 'Comedy', 'Family', 'Mystery']","['English', 'Spanish', 'French']"
40. Argylle,2024,2h 19m,PG-13,5.6,101K,35.0,A reclusive author who writes espionage novels about a secret agent and a global spy syndicate realizes that the plot of the new book she's writing starts to mirror real-world events in real time.,https://www.imdb.com/title/tt15009428/?ref_=sr_i_40,['Jason Fuchs'],['Matthew Vaughn'],"['Henry Cavill', 'Bryce Dallas Howard', 'Sam Rockwell', 'Daniel Singh', 'Dua Lipa', 'Ariana DeBose', 'Richard E. Grant', 'John Cena', 'Jason Fuchs', 'Tomás Paredes']","$200,000,000 (estimated)","$17,473,540","$96,221,061","$45,207,275","February 2, 2024","['United Kingdom', 'United States']","['Santorini, Greece (chase scene)']","['Apple Original Films', 'Cloudy Productions', 'MARV']","Awards, 7 nominations total","['Spy', 'Action', 'Comedy', 'Thriller']",['English']
41. Madame Web,2024,1h 56m,PG-13,4.1,116K,26.0,"Forced to confront her past, Cassandra Webb, a Manhattan paramedic that may have clairvoyant abilities, forms a relationship with three young women destined for powerful futures, if they can survive their threatening present.",https://www.imdb.com/title/tt11057302/?ref_=sr_i_41,"['Matt Sazama', 'Burk Sharpless', 'Claire Parker']",['S.J. Clarkson'],"['Dakota Johnson', 'Sydney Sweeney', 'Isabela Merced', ""Celeste O'Connor"", 'Tahar Rahim', 'Mike Epps', 'Emma Roberts', 'Adam Scott', 'Kerry Bishé', 'Zosia Mamet']","$80,000,000 (estimated)","$15,335,860","$100,498,764","$43,817,106","February 14, 2024","['United States', 'Mexico', 'Canada']","['Palenque National Park, Chiapas, Mexico']","['Columbia Pictures', 'Di Bonaventura Pictures', 'Marvel Entertainment']","Awards, 6 wins & 7 nominations total","['Marvel', 'Superhero', 'Action', 'Thriller']","['English', 'Spanish']"
42. Trap,2024,1h 45m,PG-13,5.8,169K,52.0,A father and his teen daughter attend a pop concert only to realize they've entered the center of a dark and sinister event.,https://www.imdb.com/title/tt26753003/?ref_=sr_i_42,['M. Night Shyamalan'],['M. Night Shyamalan'],"['Josh Hartnett', 'Ariel Donoghue', 'Saleka Shyamalan', 'Alison Pill', 'Hayley Mills', 'Jonathan Langdon', 'Mark Bacolcol', 'Marnie McPhail', 'Kid Cudi', 'Russ']","$30,000,000 (estimated)","$15,454,146","$83,677,281","$42,777,281","August 2, 2024","['United States', 'Canada', 'United Kingdom', 'Yemen', 'India', 'Brazil', 'Australia', 'Netherlands', 'South Korea', 'Spain', 'Egypt', 'Iraq', 'Mexico', 'Japan', 'South Africa', 'Belgium', 'Hong Kong', 'Taiwan']","['Toronto, Ontario, Canada (Rogers Centre)']","['Blinding Edge Pictures', 'Canadian Film or Video Production Services Tax Credit (PSTC)']","Awards, 3 wins & 7 nominations total","['Psychological Horror', 'Psychological Thriller', 'Serial Killer', 'Crime', 'Horror', 'Mystery', 'Thriller']",['English']
43. The Best Christmas Pageant Ever,2024,1h 39m,PG,6.8,8.6K,60.0,Nobody is ready for the mayhem and surprises that ensue when six of the worst youngsters disrupt the town's yearly Christmas performance.,https://www.imdb.com/title/tt2347285/?ref_=sr_i_43,"['Barbara Robinson', 'Ryan Swanson', 'Platte F. Clark']",['Dallas Jenkins'],"['Kynlee Heiman', 'Sebastian Billingsley-Rodriguez', 'Judy Greer', 'Stanlee Arches', 'Vanessa Benavente', 'Mariam Bernstein', 'Jenni Burke', 'Kamal Chioua', 'Lauren Cochrane', 'Sarah Constible']","$20,000,000 (estimated)","$10,773,559","$40,262,167","$40,048,808","November 8, 2024","['United States', 'Canada']","['Winnipeg, Manitoba, Canada']","['Lionsgate', 'Media Capital Technologies', 'Kingdom Story Company']","Awards, 3 wins & 4 nominations total","['Holiday Comedy', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Holiday', 'Mystery', 'Romance']",['English']
44. Speak No Evil,2024,1h 50m,R,6.8,141K,66.0,"A family is invited to spend a whole weekend in a lonely home in the countryside, but as the weekend progresses, they realize that a dark side lies within the family who invited them.",https://www.imdb.com/title/tt27534307/?ref_=sr_i_44,"['James Watkins', 'Christian Tafdrup', 'Mads Tafdrup']",['James Watkins'],"['James McAvoy', 'Mackenzie Davis', 'Scoot McNairy', 'Aisling Franciosi', 'Alix West Lefler', 'Dan Hough', 'Kris Hitchen', 'Motaz Malhees', 'Jakob Højlev Jørgensen']","$15,000,000 (estimated)","$11,397,595","$76,756,109","$36,931,420","September 13, 2024","['Croatia', 'Canada', 'United States']","['Groznjan, Croatia (Location)']","['Universal Pictures', 'Blumhouse Productions', 'Croatian Film Association']","Awards, 1 win & 6 nominations total","['Psychological Drama', 'Psychological Horror', 'Psychological Thriller', 'Drama', 'Horror', 'Thriller']","['English', 'Italian']"
45. The Strangers: Chapter 1,2024,1h 31m,R,4.7,30K,43.0,"After their car breaks down in an eerie small town, a young couple is forced to spend the night in a remote cabin. Panic ensues as they are terrorized by three masked strangers who strike with no mercy and seemingly no motive.",https://www.imdb.com/title/tt22050754/?ref_=sr_i_45,"['Alan R. Cohen', 'Alan Freedland', 'Bryan Bertino']",['Renny Harlin'],"['Madelaine Petsch', 'Ryan Bown', 'Matus Lajcak', 'Olivia Kreutzova', 'Letizia Fabbri', 'Froy Gutierrez', 'Ben Cartwright', 'Stevee Davies', 'Richard Brake', 'Pedro Leandro']","$8,500,000 (estimated)","$11,825,058","$48,166,448","$35,202,562","May 17, 2024","['United States', 'United Kingdom', 'Slovenia', 'Slovakia', 'Switzerland', 'Spain']",['Slovakia'],"['Lionsgate', 'Fifth Element Productions', 'Slovenian Film Fund']",,"['Psychological Horror', 'Slasher Horror', 'Horror']",['English']
46. Conclave,2024,2h,PG,7.4,284K,79.0,"When Cardinal Lawrence is tasked with leading the selection of a new Pope, he finds himself in a web of conspiracy and intrigue that could shake the very foundations of the Catholic Church.",https://www.imdb.com/title/tt20215234/?ref_=sr_i_46,"['Peter Straughan', 'Robert Harris']",['Edward Berger'],"['Ralph Fiennes', 'Stanley Tucci', 'John Lithgow', 'Jacek Koman', 'Lucian Msamati', 'Bruno Novelli', 'Thomas Loibl', ""Brían F. O'Byrne"", 'Isabella Rossellini', 'Rony Kramer']","$20,000,000 (estimated)","$6,601,995","$127,848,258","$32,580,655","October 25, 2024","['United Kingdom', 'United States']","['Cinecittà Studios, Cinecittà, Rome, Lazio, Italy']","['Indian Paintbrush', 'Access Entertainment', 'FilmNation Entertainment']","Won 1 Oscar, 95 wins & 327 nominations total","['Conspiracy Thriller', 'Political Drama', 'Political Thriller', 'Psychological Drama', 'Psychological Thriller', 'Drama', 'Thriller']","['English', 'Italian', 'Spanish', 'Latin']"
47. Night Swim,2024,1h 38m,PG-13,4.7,33K,43.0,"A family moves into a new home, unaware that a dark secret from the house's past will unleash a malevolent force in the backyard pool.",https://www.imdb.com/title/tt9682428/?ref_=sr_i_47,"['Bryce McGuire', 'Rod Blackhurst']",['Bryce McGuire'],"['Wyatt Russell', 'Kerry Condon', 'Amélie Hoeferle', 'Gavin Warren', 'Jodi Long', 'Nancy Lenehan', 'Eddie Martinez', 'Elijah J. Roberts', 'Rahnuma Panthaky', 'Ben Sinclair']","$15,000,000 (estimated)","$11,797,155","$54,768,317","$32,494,740","January 5, 2024","['Australia', 'United States']","['1814 Midlothian Dr, Altadena, California, USA (House)']","['Atomic Monster', 'Blumhouse Productions', 'Government of New South Wales, Australia']","Awards, 1 nomination total","['Supernatural Horror', 'Horror', 'Mystery', 'Thriller']",['English']
48. Reagan,2024,2h 21m,PG-13,6.2,13K,22.0,"A drama based on the life of Ronald Reagan, from his childhood to his time in the oval office.",https://www.imdb.com/title/tt1723808/?ref_=sr_i_48,"['Paul Kengor', 'Howard Klausner']",['Sean McNamara'],"['Dennis Quaid', 'Penelope Ann Miller', 'Jon Voight', 'Mena Suvari', 'David Henrie', 'Tommy Ragen', 'Kevin Dillon', 'Mark Moses', 'Trevor Donovan', 'Olek Krupa']","$25,000,000 (estimated)","$7,650,720","$30,107,173","$30,047,417","August 30, 2024",['United States'],"['Santa Monica, California, USA (Reagan Ranch)']","['Showbiz Direct', 'Rawhide Pictures', 'MJM Entertainment']","Awards, 3 wins & 9 nominations total","['Docudrama', 'Political Drama', 'Biography', 'Drama', 'History']",['English']
49. The Forge,2024,2h 4m,PG,6.8,6.3K,,"After graduating from high school without any plans for the future, Isaiah receives a push to start making better life decisions.",https://www.imdb.com/title/tt26731216/?ref_=sr_i_49,"['Alex Kendrick', 'Stephen Kendrick']",['Alex Kendrick'],"['Cameron Arnett', 'Priscilla C. Shirer', 'Aspen Kennedy', 'Karen Abercrombie', 'T.C. Stallings', 'B.J. Arnett', 'William Oliver', 'McKalin', 'Bobby Hardin Jr.', 'Alexandra Rose Frazier']",,"$6,659,508","$40,395,051","$29,123,632","August 23, 2024",['United States'],"['Albany, Georgia, USA']","['Affirm Films', 'Kendrick Brothers', 'Sony']","Awards, 2 nominations total","['Coming-of-Age', 'Drama', 'Family']",['English']
